STATEFP,ANSICODE,POINTID,FULLNAME,MTFCC,longitude,latitude
16,NA,110336793726,NA,C3061,-116.321739,43.708596
16,NA,110336793735,NA,C3061,-116.321165,43.709174
16,NA,110336793746,NA,C3061,-116.321725,43.708113
16,NA,110336793764,NA,C3061,-116.321147,43.707794
16,NA,110336793773,NA,C3061,-116.320599,43.70853
16,NA,1105311890400,NA,C3061,-116.370254,43.576364
16,NA,110336794003,NA,C3061,-116.394991,43.549194
16,NA,1104317210425,NA,C3061,-116.419192,43.50175
16,NA,110336794184,NA,C3061,-116.329961,43.593844
16,NA,11010881690407,NA,C3061,-116.37359,43.63191
16,NA,11010881661234,NA,C3061,-116.475591,43.733019
16,NA,11010881661233,NA,C3061,-116.47803,43.733009
16,NA,1104468562322,NA,C3061,-116.484381,43.73305
16,NA,110336794294,NA,C3061,-116.312666,43.6384
16,NA,110336794304,NA,C3061,-116.311703,43.638398
16,NA,110336794314,NA,C3061,-116.31074,43.638398
16,NA,1104471891231,NA,C3061,-116.323755,43.645156
16,NA,1105311796539,NA,C3061,-116.371352,43.694407
16,NA,1105313394366,NA,C3061,-116.2598,43.719395
16,NA,1105313819052,NA,C3061,-116.23534,43.715554
16,NA,1104367211348,NA,C3061,-116.217413,43.665672
16,NA,110336794578,NA,C3061,-116.398335,43.618803
16,NA,110336794587,NA,C3061,-116.411418,43.612633
16,NA,110336794610,NA,C3061,-116.237641,43.594334
16,NA,1105314068351,NA,C3061,-116.236192,43.59591
16,NA,1105314068620,NA,C3061,-116.235068,43.594032
16,NA,1105314068176,NA,C3061,-116.231597,43.596107
16,NA,1105314068169,NA,C3061,-116.225589,43.595686
16,NA,1105314068170,NA,C3061,-116.225279,43.594249
16,NA,1106262796714,NA,C3061,-116.579759,43.547693
16,NA,1106261353324,NA,C3061,-116.533525,43.549108
16,NA,1104746247157,NA,C3061,-116.594396,43.551913
16,NA,1104977397716,NA,C3061,-116.596282,43.553173
16,NA,1106260952270,NA,C3061,-116.587418,43.558217
16,NA,110386231457,NA,C3061,-112.430806,42.905469
16,NA,1105292027969,NA,C3061,-112.473275,42.930958
16,NA,1105313784773,NA,C3061,-116.315609,43.59815
16,NA,110407452783,NA,C3061,-116.700532,43.641472
16,NA,110407452858,NA,C3061,-116.605746,43.601115
16,NA,110407452894,NA,C3061,-116.558834,43.619068
16,NA,110407452897,NA,C3061,-116.555614,43.619045
16,NA,110407452906,NA,C3061,-116.55389,43.61811
16,NA,1109093179042,NA,C3061,-116.540061,43.611509
16,NA,110407452977,NA,C3061,-116.549795,43.61153
16,NA,110407452996,NA,C3061,-116.548054,43.610489
16,NA,110407453030,NA,C3061,-116.542611,43.613119
16,NA,110407453039,NA,C3061,-116.542604,43.615599
16,NA,110407453058,NA,C3061,-116.554968,43.613622
16,NA,110407453073,NA,C3061,-116.556237,43.613611
16,NA,1106243033622,NA,C3061,-116.602514,43.591703
16,NA,110407453132,NA,C3061,-116.605152,43.585002
16,NA,110407453155,NA,C3061,-116.602476,43.585058
16,NA,110407453164,NA,C3061,-116.602087,43.583669
16,NA,110407453175,NA,C3061,-116.602224,43.584373
16,NA,110407453185,NA,C3061,-116.602046,43.586546
16,NA,110407453194,NA,C3061,-116.602626,43.587146
16,NA,1106243033638,NA,C3061,-116.602626,43.587146
16,NA,110407453209,NA,C3061,-116.602588,43.588609
16,NA,1104746247153,NA,C3061,-116.593447,43.551992
16,NA,1106243018959,NA,C3061,-116.59385,43.570393
16,NA,110407453259,NA,C3061,-116.601795,43.588779
16,NA,1106243021351,NA,C3061,-116.599634,43.562739
16,NA,1106243021352,NA,C3061,-116.6001,43.56331
16,NA,1106243018963,NA,C3061,-116.59819,43.5674
16,NA,1106243018960,NA,C3061,-116.600407,43.568214
16,NA,1106243018964,NA,C3061,-116.598694,43.568235
16,NA,110407453330,NA,C3061,-116.582407,43.5656
16,NA,1104977403862,NA,C3061,-116.589977,43.562912
16,NA,1104977403900,NA,C3061,-116.589581,43.562162
16,NA,1106243017241,NA,C3061,-116.583527,43.559944
16,NA,1106243017242,NA,C3061,-116.583495,43.559671
16,NA,1106243017243,NA,C3061,-116.583487,43.559121
16,NA,1104977404223,NA,C3061,-116.598342,43.559807
16,NA,1105292751462,NA,C3061,-116.233481,43.572613
16,NA,110336795158,NA,C3061,-116.232365,43.572695
16,NA,1105292768356,NA,C3061,-116.230334,43.574024
16,NA,1104300922312,NA,C3061,-116.273539,43.562378
16,NA,1104300923400,NA,C3061,-116.273516,43.561542
16,NA,11010882189008,NA,C3061,-116.311997,43.580715
16,NA,1104468456266,NA,C3061,-116.164822,43.577338
16,NA,1105635285140,NA,C3061,-116.169847,43.566359
16,NA,11010883207982,NA,C3061,-116.394923,43.625337
16,NA,1102821803021,NA,C3061,-116.392498,43.633261
16,NA,1102821788542,NA,C3061,-116.385074,43.630405
16,NA,1104368333617,NA,C3061,-116.329127,43.585545
16,NA,11015504038777,NA,C3061,-116.124598,44.914661
16,NA,11015503946822,NA,C3061,-116.13784,44.915712
16,NA,11012027976704,NA,C3061,-112.390027,42.808426
16,NA,11010886440534,NA,C3061,-116.330509,43.587018
16,NA,1104471890675,NA,C3061,-116.322325,43.642496
16,NA,110407487733,NA,C3061,-116.669926,43.669281
16,NA,110149360899,NA,C3061,-114.503706,42.573526
16,NA,1107051925275,NA,C3061,-114.435231,42.574503
16,NA,1105313393275,NA,C3061,-116.260206,43.733027
16,NA,110336797779,NA,C3061,-116.316986,43.583508
16,NA,110336797836,NA,C3061,-116.32365,43.583484
16,NA,110149264187,NA,C3061,-114.482905,42.528672
16,NA,110149265783,NA,C3061,-114.49163,42.584328
16,NA,110149265801,NA,C3061,-114.487605,42.578951000000004
16,NA,110336797879,NA,C3061,-116.427696,43.623712
16,NA,110336797896,NA,C3061,-116.428343,43.622788
16,NA,110336797963,NA,C3061,-116.435163,43.630614
16,NA,110336797985,NA,C3061,-116.437194,43.631472
16,NA,110336797994,NA,C3061,-116.340205,43.5944
16,NA,1102817247813,NA,C3061,-116.295098,43.586154
16,NA,1105313781608,NA,C3061,-116.253559,43.658948
16,NA,1105314180563,NA,C3061,-116.24287,43.658467
16,NA,1104486336938,NA,C3061,-116.29369,43.66308
16,NA,1105314180590,NA,C3061,-116.231178,43.648644
16,NA,1104468454249,NA,C3061,-116.167858,43.580941
16,NA,1104468454392,NA,C3061,-116.16785900000001,43.581699
16,NA,110356184685,NA,C3061,-114.491918,44.256887999999996
16,NA,1106238408349,NA,C3061,-116.521427,43.590163
16,NA,1109096627886,NA,C3061,-112.486386,42.904772
16,NA,110359961632,NA,C3061,-116.97246,46.727826
16,NA,1102817249391,NA,C3061,-116.454425,43.623932
16,NA,1102783941854,NA,C3061,-116.450077,43.622988
16,NA,1102783878801,NA,C3061,-116.441716,43.616339
16,NA,1102783842823,NA,C3061,-116.435566,43.616127
16,NA,1104416845323,NA,C3061,-116.412511,43.629286
16,NA,1102783720318,NA,C3061,-116.421641,43.625313
16,NA,1104468595757,NA,C3061,-116.426511,43.619698
16,NA,1102783758606,NA,C3061,-116.426681,43.614594
16,NA,1102783760050,NA,C3061,-116.42881,43.613999
16,NA,1102783762321,NA,C3061,-116.428075,43.612542
16,NA,1104471874045,NA,C3061,-116.412973,43.611617
16,NA,1105304338650,NA,C3061,-116.418127,43.610599
16,NA,1105304339711,NA,C3061,-116.428022,43.620587
16,NA,1102783702962,NA,C3061,-116.420302,43.628477
16,NA,11010883207981,NA,C3061,-116.398715,43.62588
16,NA,11010883207983,NA,C3061,-116.4027,43.62233
16,NA,11010881689484,NA,C3061,-116.379594,43.629796
16,NA,1104366910274,NA,C3061,-116.380739,43.616482
16,NA,1104366764972,NA,C3061,-116.377596,43.61613
16,NA,1104366775117,NA,C3061,-116.378869,43.61356
16,NA,1104366801565,NA,C3061,-116.381419,43.613102
16,NA,1102821805695,NA,C3061,-116.377979,43.623315
16,NA,1104366802877,NA,C3061,-116.382567,43.612747
16,NA,1104473844129,NA,C3061,-116.370902,43.629786
16,NA,1105311805015,NA,C3061,-116.355992,43.627976
16,NA,1105313781758,NA,C3061,-116.367629,43.62885
16,NA,1104473844174,NA,C3061,-116.369808,43.629758
16,NA,1104367117167,NA,C3061,-116.343894,43.615399
16,NA,1104271197751,NA,C3061,-116.347576,43.635087
16,NA,1104354209331,NA,C3061,-116.168925,43.57914
16,NA,1105316734778,NA,C3061,-112.473773,42.92431
16,NA,110386232328,NA,C3061,-112.42415,42.916482
16,NA,1106081931749,NA,C3061,-112.44069,42.852735
16,NA,1106081931750,NA,C3061,-112.440233,42.851669
16,NA,1104468457973,NA,C3061,-116.172,43.576424
16,NA,1104260206734,NA,C3061,-116.15264,43.566143
16,NA,1104260206754,NA,C3061,-116.15128,43.56585
16,NA,1105311798830,NA,C3061,-116.259135,43.631557
16,NA,1105311795154,NA,C3061,-116.201431,43.57049
16,NA,1105311808752,NA,C3061,-116.258286,43.600541
16,NA,1105311798308,NA,C3061,-116.29067,43.630031
16,NA,1105311798307,NA,C3061,-116.29258,43.629966
16,NA,1104284980323,NA,C3061,-116.282803,43.630806
16,NA,1105311798436,NA,C3061,-116.277361,43.629046
16,NA,1104271249261,NA,C3061,-116.306332,43.625621
16,NA,1102821808665,NA,C3061,-116.373735,43.624532
16,NA,110336799535,NA,C3061,-116.371915,43.626041
16,NA,1102821808648,NA,C3061,-116.373851,43.625477
16,NA,110336799567,NA,C3061,-116.364996,43.626215
16,NA,1102821813525,NA,C3061,-116.372206,43.623847
16,NA,1102821814713,NA,C3061,-116.371153,43.623839
16,NA,1102821814948,NA,C3061,-116.370069,43.623844
16,NA,110336799645,NA,C3061,-116.363586,43.621782
16,NA,1104367323363,NA,C3061,-116.375262,43.628615
16,NA,110336799690,NA,C3061,-116.37076,43.626028
16,NA,110336799749,NA,C3061,-116.337019,43.622248
16,NA,1104366912425,NA,C3061,-116.382729,43.616391
16,NA,1104366792341,NA,C3061,-116.380028,43.612834
16,NA,1104366763605,NA,C3061,-116.379493,43.616846
16,NA,1104366762120,NA,C3061,-116.378984,43.618416
16,NA,1104366793850,NA,C3061,-116.375958,43.612811
16,NA,1104366774059,NA,C3061,-116.376097,43.613567
16,NA,1104366800308,NA,C3061,-116.381807,43.61577
16,NA,1104367111269,NA,C3061,-116.344246,43.612829
16,NA,1109095028809,NA,C3061,-116.118273,45.927883
16,NA,110356219479,NA,C3061,-114.883411,44.153172
16,NA,110359962725,NA,C3061,-117.015284,46.718272
16,NA,1108310998693,NA,C3061,-116.371669,43.653225
16,NA,110407613165,NA,C3061,-116.694152,43.65079
16,NA,1104260300093,NA,C3061,-116.365987,43.651051
16,NA,1104473865161,NA,C3061,-116.187406,43.656251
16,NA,1104471982272,NA,C3061,-116.295605,43.673276
16,NA,110336800547,NA,C3061,-116.337786,43.693943
16,NA,1105314068806,NA,C3061,-116.247879,43.596505
16,NA,1104306831433,NA,C3061,-116.144722,43.552421
16,NA,110336800870,NA,C3061,-116.346696,43.681236
16,NA,110336800875,NA,C3061,-116.347651,43.679042
16,NA,110336800893,NA,C3061,-116.368893,43.648911
16,NA,11010881701800,NA,C3061,-116.347735,43.643614
16,NA,110336800980,NA,C3061,-116.350265,43.653492
16,NA,110336800991,NA,C3061,-116.348858,43.653427
16,NA,110336801033,NA,C3061,-116.351595,43.653556
16,NA,1105313784962,NA,C3061,-116.353145,43.656183
16,NA,1105313785078,NA,C3061,-116.350084,43.656192
16,NA,110336801112,NA,C3061,-116.350186,43.66225
16,NA,1104367109665,NA,C3061,-116.34527,43.612852
16,NA,11010881688993,NA,C3061,-116.38065,43.633163
16,NA,1102836085999,NA,C3061,-116.484712,43.696653
16,NA,1102783834108,NA,C3061,-116.434425,43.616123
16,NA,110336803338,NA,C3061,-116.330311,43.709953
16,NA,1106261353818,NA,C3061,-116.51841,43.564824
16,NA,1106261353819,NA,C3061,-116.51843,43.564068
16,NA,110386230121,NA,C3061,-112.423028,42.916856
16,NA,110336803357,NA,C3061,-116.328192,43.71029
16,NA,1107065310159,NA,C3061,-116.341137,43.603056
16,NA,1104308713439,NA,C3061,-116.337406,43.598092
16,NA,1104308711083,NA,C3061,-116.338271,43.601238
16,NA,1105304072047,NA,C3061,-116.38394,43.586799
16,NA,1105311884871,NA,C3061,-116.3754,43.58261
16,NA,1105307588116,NA,C3061,-116.115961,43.570617
16,NA,1109093098992,NA,C3061,-116.50192,43.585673
16,NA,1106260968867,NA,C3061,-116.560362,43.587062
16,NA,1106243033639,NA,C3061,-116.605313,43.587208
16,NA,1104975985141,NA,C3061,-116.603596,43.586688
16,NA,1107052625443,NA,C3061,-116.631407,43.587891
16,NA,1106243033632,NA,C3061,-116.610174,43.588086
16,NA,1109093099134,NA,C3061,-116.495406,43.588937
16,NA,110359938598,NA,C3061,-116.96909,46.729689
16,NA,1107051955757,NA,C3061,-114.445049,42.578705
16,NA,1107051955715,NA,C3061,-114.445031,42.580216
16,NA,110149265255,NA,C3061,-114.448974,42.579466
16,NA,1104307317329,NA,C3061,-114.441359,42.569605
16,NA,1104307313035,NA,C3061,-114.444964,42.568236
16,NA,110149265325,NA,C3061,-114.454233,42.57979
16,NA,110149265332,NA,C3061,-114.453103,42.579799
16,NA,110149265350,NA,C3061,-114.456615,42.582201
16,NA,110149265379,NA,C3061,-114.449612,42.576011
16,NA,110149265408,NA,C3061,-114.444428,42.565443
16,NA,1104306766433,NA,C3061,-114.4588,42.569071
16,NA,110149265431,NA,C3061,-114.451139,42.565781
16,NA,11011135090665,NA,C3061,-114.45,42.56079
16,NA,110149265468,NA,C3061,-114.441756,42.559843
16,NA,110149265480,NA,C3061,-114.446528,42.55724
16,NA,110149265484,NA,C3061,-114.444189,42.557203
16,NA,110149265490,NA,C3061,-114.441592,42.559085
16,NA,1109096887947,NA,C3061,-114.446112,42.554122
16,NA,110495982549,NA,C3061,-111.579517,42.669126
16,NA,110495982553,NA,C3061,-111.579058,42.668264
16,NA,1106261343306,NA,C3061,-116.548952,43.526314
16,NA,1106262797033,NA,C3061,-116.583773,43.534093
16,NA,110407776186,NA,C3061,-116.525952,43.537677
16,NA,1106261319062,NA,C3061,-116.564581,43.537444
16,NA,110407776361,NA,C3061,-116.51515,43.536878
16,NA,11017134580534,NA,C3061,-116.618824,43.544993
16,NA,1106260946348,NA,C3061,-116.606371,43.55489
16,NA,1109093091743,NA,C3061,-116.543452,43.571955
16,NA,1109093106259,NA,C3061,-116.482425,43.5774
16,NA,1106243011838,NA,C3061,-116.483671,43.579348
16,NA,1109093106979,NA,C3061,-116.474514,43.581293
16,NA,1109093909931,NA,C3061,-116.504688,43.581852
16,NA,1106243033623,NA,C3061,-116.606951,43.591767
16,NA,1106243033624,NA,C3061,-116.609422,43.591896
16,NA,1106243033625,NA,C3061,-116.605146,43.592409
16,NA,1109096888382,NA,C3061,-114.427843,42.55032
16,NA,1104354420262,NA,C3061,-114.426775,42.550519
16,NA,1109096885982,NA,C3061,-114.429818,42.550453
16,NA,1109096885981,NA,C3061,-114.428894,42.550432
16,NA,1109075394303,NA,C3061,-116.448134,43.890695
16,NA,1109075421307,NA,C3061,-116.482265,43.880902
16,NA,110358783118,NA,C3061,-116.48086,43.87999
16,NA,110358783155,NA,C3061,-116.490034,43.87817
16,NA,110358783160,NA,C3061,-116.489573,43.876268
16,NA,110149265560,NA,C3061,-114.471192,42.589599
16,NA,110149265570,NA,C3061,-114.474848,42.590951
16,NA,110149265590,NA,C3061,-114.473327,42.589595
16,NA,110149265715,NA,C3061,-114.48151,42.581742
16,NA,110149265733,NA,C3061,-114.486636,42.581554
16,NA,110149265757,NA,C3061,-114.490301,42.583363
16,NA,110149265768,NA,C3061,-114.487842,42.581574
16,NA,110149265777,NA,C3061,-114.487299,42.583208
16,NA,110149265790,NA,C3061,-114.491797,42.582297
16,NA,110149265796,NA,C3061,-114.488404,42.576911
16,NA,11011135092029,NA,C3061,-114.489192,42.578984
16,NA,110149265812,NA,C3061,-114.487355,42.576896
16,NA,1106086675094,NA,C3061,-112.405871,42.833959
16,NA,11012028041579,NA,C3061,-112.460707,42.961483
16,NA,11012812626491,NA,C3061,-116.624984,43.791576
16,NA,110149262792,NA,C3061,-114.441886,42.557112
16,NA,1107051956500,NA,C3061,-114.426641,42.553105
16,NA,1109096945038,NA,C3061,-114.541397,42.533016
16,NA,1104307312409,NA,C3061,-114.444023,42.56817
16,NA,110149315418,NA,C3061,-114.492857,42.583818
16,NA,110149315467,NA,C3061,-114.451238,42.586544
16,NA,110149315491,NA,C3061,-114.454554,42.58741
16,NA,1109096947635,NA,C3062,-114.493349,42.573457
16,NA,110149315587,NA,C3061,-114.45423,42.586493
16,NA,1109096947507,NA,C3061,-114.497202,42.572927
16,NA,1109096942929,NA,C3061,-114.480343,42.52561
16,NA,1107051942142,NA,C3061,-112.574489,42.929601
16,NA,1106260947561,NA,C3061,-116.528372,43.566377
16,NA,1106260947573,NA,C3061,-116.528372,43.566377
16,NA,1104977755421,NA,C3061,-116.528372,43.566377
16,NA,11012812627097,NA,C3061,-116.665478,43.509134
16,NA,1109093930105,NA,C3061,-116.515466,43.512564
16,NA,1109093930102,NA,C3061,-116.527439,43.51503
16,NA,110407889552,NA,C3061,-116.523647,43.537663
16,NA,1106243011837,NA,C3061,-116.482648,43.581019
16,NA,1106262809658,NA,C3061,-116.518642,43.622106
16,NA,1109093938315,NA,C3061,-116.665934,43.625187
16,NA,1109094304541,NA,C3061,-116.658489,43.636007
16,NA,11015906420384,NA,C3061,-116.529544,43.718736
16,NA,11012813056622,NA,C3061,-116.586511,43.528986
16,NA,110356145098,NA,C3061,-114.881015,44.149866
16,NA,110356145384,NA,C3061,-114.927269,44.167453
16,NA,1106053299552,NA,C3061,-116.947811,43.793636
16,NA,1106053299553,NA,C3061,-116.948763,43.793
16,NA,1105311623300,NA,C3061,-116.344859,43.71123
16,NA,110264698385,NA,C3061,-111.455692,44.114616
16,NA,1109075240956,NA,C3061,-111.673904,43.957379
16,NA,1105647188946,NA,C3061,-111.936782,43.531221
16,NA,1105642630481,NA,C3061,-111.931888,43.477633
16,NA,110336974459,NA,C3061,-116.280446,43.556898
16,NA,110149315352,NA,C3061,-114.49197,42.585497
16,NA,1109096947579,NA,C3061,-114.49203,42.573852
16,NA,1107052192191,NA,C3061,-113.911944,45.181303
16,NA,110149350028,NA,C3061,-114.436206,42.586112
16,NA,110337000034,NA,C3061,-116.320722,43.627148
16,NA,1109073607446,NA,C3061,-116.005425,46.189656
16,NA,1104762206946,NA,C3061,-116.002133,46.187396
16,NA,110337001867,NA,C3061,-116.308834,43.650354
16,NA,1104471890480,NA,C3061,-116.318676,43.644068
16,NA,1104471891349,NA,C3061,-116.316128,43.642633
16,NA,1102817247980,NA,C3061,-116.289773,43.58393
16,NA,1104471985647,NA,C3061,-116.283538,43.587888
16,NA,1104473888276,NA,C3061,-116.400068,43.576315
16,NA,1104468459265,NA,C3061,-116.163305,43.57736
16,NA,110149363953,NA,C3061,-114.502761,42.57351
16,NA,1104361307504,NA,C3061,-116.139786,43.552557
16,NA,1104301824394,NA,C3061,-116.140923,43.551233
16,NA,1104306824590,NA,C3061,-116.147011,43.553107
16,NA,1104306813110,NA,C3061,-116.14628,43.553634
16,NA,1104306816816,NA,C3061,-116.14569,43.554526
16,NA,1104306808080,NA,C3061,-116.147808,43.553633
16,NA,1104306801713,NA,C3061,-116.149154,43.553601
16,NA,1104361290896,NA,C3061,-116.145331,43.556631
16,NA,1104361291601,NA,C3061,-116.14803,43.555123
16,NA,1104367765604,NA,C3061,-116.138073,43.556277
16,NA,1105313331065,NA,C3061,-116.266967,43.674083
16,NA,110336821923,NA,C3061,-116.334501,43.710069
16,NA,110336821932,NA,C3061,-116.337205,43.708252
16,NA,110336821953,NA,C3061,-116.335732,43.706921
16,NA,1105311947922,NA,C3061,-116.355341,43.580969
16,NA,1105311947921,NA,C3061,-116.355387,43.57986
16,NA,1104271193517,NA,C3061,-116.338773,43.626252
16,NA,1102836086614,NA,C3061,-116.485999,43.689489
16,NA,1105311947923,NA,C3061,-116.358639,43.579575
16,NA,1105313840057,NA,C3061,-116.3215,43.689641
16,NA,1105313840058,NA,C3061,-116.321161,43.688901
16,NA,1104367600709,NA,C3061,-116.209445,43.602429
16,NA,110336872886,NA,C3061,-116.309747,43.649814
16,NA,110336872960,NA,C3061,-116.311113,43.650067
16,NA,110336872964,NA,C3061,-116.309728,43.649036
16,NA,110336873146,NA,C3061,-116.311103,43.649032
16,NA,1105311799039,NA,C3061,-116.282468,43.634665
16,NA,1105311798315,NA,C3061,-116.287665,43.628841
16,NA,110358858346,NA,C3061,-116.524684,43.88734
16,NA,1104284983043,NA,C3061,-116.282642,43.630107
16,NA,1105311798313,NA,C3061,-116.287737,43.628038
16,NA,1105311798379,NA,C3061,-116.286009,43.625092
16,NA,1105311798314,NA,C3061,-116.284572,43.628097
16,NA,1105311798378,NA,C3061,-116.282926,43.627872000000004
16,NA,1105311798434,NA,C3061,-116.278419,43.629137
16,NA,1105311798435,NA,C3061,-116.277208,43.629733
16,NA,1104486078238,NA,C3061,-116.287236,43.661739
16,NA,11012028397115,NA,C3061,-117.00985,46.71689
16,NA,1104260225479,NA,C3061,-116.221854,43.579426
16,NA,1104361281857,NA,C3061,-116.431298,43.684642
16,NA,1104260225454,NA,C3061,-116.220929,43.579949
16,NA,1104361282243,NA,C3061,-116.427942,43.685319
16,NA,1105313782547,NA,C3061,-116.322487,43.723921
16,NA,1105307591305,NA,C3061,-116.203555,43.592703
16,NA,1105307590381,NA,C3061,-116.17648,43.594275
16,NA,1105307590727,NA,C3061,-116.176306,43.592585
16,NA,1105307588764,NA,C3061,-116.143525,43.565438
16,NA,1105313539477,NA,C3061,-116.161479,43.577281
16,NA,1105313539418,NA,C3061,-116.161478,43.577773
16,NA,1105313539412,NA,C3061,-116.157973,43.579421
16,NA,1105313539476,NA,C3061,-116.158936,43.577341
16,NA,1105313539475,NA,C3061,-116.15826,43.576626
16,NA,1105307588765,NA,C3061,-116.143337,43.566514
16,NA,1104361130761,NA,C3061,-116.179429,43.573851
16,NA,1104361125551,NA,C3061,-116.17404,43.572584
16,NA,110336874195,NA,C3061,-116.321293,43.713225
16,NA,11012027943522,NA,C3061,-116.265398,43.652992
16,NA,11012027943763,NA,C3061,-116.266997,43.653937
16,NA,110336874321,NA,C3061,-116.301256,43.625887
16,NA,11012027944590,NA,C3061,-116.271402,43.658876
16,NA,11012027943523,NA,C3061,-116.265393,43.654136
16,NA,1104360239020,NA,C3061,-116.265233,43.648665
16,NA,1105311808761,NA,C3061,-116.262462,43.599058
16,NA,1105311808764,NA,C3061,-116.260349,43.601394
16,NA,1105311808755,NA,C3061,-116.259217,43.599682
16,NA,1105311798986,NA,C3061,-116.264505,43.59128
16,NA,1105311798984,NA,C3061,-116.266118,43.588816
16,NA,1105311798985,NA,C3061,-116.261244,43.586773
16,NA,1105311798128,NA,C3061,-116.262997,43.58565
16,NA,110336979844,NA,C3061,-116.401587,43.601758
16,NA,110336979861,NA,C3061,-116.402665,43.599581
16,NA,110336979885,NA,C3061,-116.401587,43.601056
16,NA,110336979894,NA,C3061,-116.401612,43.599578
16,NA,1109090522163,NA,C3061,-116.210719,43.644734
16,NA,1109090521892,NA,C3061,-116.202971,43.645637
16,NA,11012027923800,NA,C3061,-116.200951,43.641724
16,NA,11012027923801,NA,C3061,-116.202356,43.641167
16,NA,110149225021,NA,C3061,-114.595924,42.558317
16,NA,110149225415,NA,C3061,-114.5024,42.586582
16,NA,1106261352522,NA,C3061,-116.537258,43.540532
16,NA,110407439617,NA,C3061,-116.673793,43.616889
16,NA,110386233033,NA,C3061,-112.430318,42.906238
16,NA,1105316734998,NA,C3061,-112.413013,42.907383
16,NA,110386237784,NA,C3061,-112.411068,42.909499
16,NA,110386238085,NA,C3061,-112.411106,42.908628
16,NA,1104368534770,NA,C3061,-116.28405,43.664622
16,NA,1104368536432,NA,C3061,-116.284033,43.665266
16,NA,1104486336157,NA,C3061,-116.287945,43.666391
16,NA,1104471982186,NA,C3061,-116.296124,43.670634
16,NA,1104471982310,NA,C3061,-116.296449,43.668125
16,NA,1104471982196,NA,C3061,-116.296545,43.669043
16,NA,1104366714749,NA,C3061,-116.303414,43.677398
16,NA,110495985926,NA,C3061,-111.607898,42.65333
16,NA,1109072940512,NA,C3061,-111.582551,42.658591
16,NA,110149221536,NA,C3061,-114.427823,42.574216
16,NA,110149221713,NA,C3061,-114.426656,42.574209
16,NA,110149222060,NA,C3061,-114.433078,42.569521
16,NA,110149222089,NA,C3061,-114.43307,42.573324
16,NA,110386268463,NA,C3061,-112.419604,42.910348
16,NA,110386268823,NA,C3061,-112.397452,42.907192
16,NA,1104366992193,NA,C3061,-116.286676,43.682393
16,NA,1105306066518,NA,C3061,-116.368065,43.675017
16,NA,110336783558,NA,C3061,-116.35008,43.658575
16,NA,110336783582,NA,C3061,-116.346408,43.653425
16,NA,110336783590,NA,C3061,-116.347619,43.653427
16,NA,1105313784780,NA,C3061,-116.336853,43.655401
16,NA,110336783679,NA,C3061,-116.30605,43.578537
16,NA,1105311796358,NA,C3061,-116.358839,43.647784
16,NA,1104300849791,NA,C3061,-116.250387,43.660101
16,NA,11012027937928,NA,C3061,-116.239986,43.638766
16,NA,11012027937927,NA,C3061,-116.239632,43.638436
16,NA,1104471881682,NA,C3061,-116.185729,43.631811
16,NA,1105311865284,NA,C3061,-116.376087,43.58968
16,NA,1105311885813,NA,C3061,-116.379072,43.582513
16,NA,110336784134,NA,C3061,-116.338554,43.596182
16,NA,1108311167473,NA,C3061,-116.441766,43.498415
16,NA,1104416847481,NA,C3061,-116.415685,43.626113
16,NA,1106261337876,NA,C3061,-116.57986,43.578814
16,NA,110407458851,NA,C3061,-116.687442,43.728896
16,NA,110407459012,NA,C3061,-116.588776,43.545467
16,NA,110407459025,NA,C3061,-116.589551,43.546624
16,NA,110407459042,NA,C3061,-116.654426,43.509061
16,NA,11012027959656,NA,C3061,-112.251087,42.797022
16,NA,1104755479953,NA,C3061,-116.649316,43.6527
16,NA,1106243049719,NA,C3061,-116.562908,43.558209
16,NA,110149222141,NA,C3061,-114.433477,42.574415
16,NA,110149222353,NA,C3061,-114.484072,42.571153
16,NA,1104307331536,NA,C3061,-114.435225,42.568113
16,NA,1109096945742,NA,C3061,-114.48266,42.593006
16,NA,1104306993255,NA,C3061,-114.441674,42.578483
16,NA,1109096947508,NA,C3061,-114.498227,42.575232
16,NA,1104360444177,NA,C3061,-116.341944,43.698325
16,NA,1105313352844,NA,C3061,-116.356403,43.744638
16,NA,1105635325800,NA,C3061,-116.166,43.567082
16,NA,1105311618079,NA,C3061,-116.329228,43.704432
16,NA,1105635325755,NA,C3061,-116.157845,43.568307
16,NA,1105635325752,NA,C3061,-116.155492,43.569658
16,NA,1105635325753,NA,C3061,-116.155245,43.56823
16,NA,11012027976761,NA,C3061,-112.449372,42.922199
16,NA,1105293024966,NA,C3061,-112.426737,42.830414
16,NA,1109096665370,NA,C3061,-112.474799,42.87584
16,NA,1109096633453,NA,C3061,-112.47302,42.875436
16,NA,1105293026015,NA,C3061,-112.424594,42.830413
16,NA,1105293025383,NA,C3061,-112.427554,42.8313
16,NA,11012028045269,NA,C3061,-112.426264,42.874504
16,NA,1104306888879,NA,C3061,-116.14373,43.554061
16,NA,1104361295076,NA,C3061,-116.142872,43.555603
16,NA,1104361294315,NA,C3061,-116.142617,43.554051
16,NA,1104361306810,NA,C3061,-116.14141,43.554093
16,NA,1104367767327,NA,C3061,-116.13921,43.555078
16,NA,1104472163057,NA,C3061,-116.538667,43.619055
16,NA,1109093087197,NA,C3061,-116.540945,43.576505
16,NA,110407496693,NA,C3061,-116.708525,43.641171
16,NA,110407496730,NA,C3061,-116.705599,43.644882
