GEOID,NAME,totalpop,white,black,asian,hispanic,hhincome,ls,p
160270209081,Block Group 1; Census Tract 209.08; Canyon County; Idaho,2162,1919,0,0,210,106722,0.030157419412151762,0.0011881720790165127
160270209082,Block Group 2; Census Tract 209.08; Canyon County; Idaho,2355,1667,0,0,606,78929,0.07193714023862971,0.001268536935464788
160270209091,Block Group 1; Census Tract 209.09; Canyon County; Idaho,1736,1487,0,23,204,64409,0.009550112793185597,9.565650274468309e-4
160270209092,Block Group 2; Census Tract 209.09; Canyon County; Idaho,2490,1660,12,12,799,82672,0.10751464475154707,0.0013857356844518558
160270209101,Block Group 1; Census Tract 209.10; Canyon County; Idaho,2406,2058,0,4,249,114332,0.02131081304039537,0.0012897443281386382
160270210031,Block Group 1; Census Tract 210.03; Canyon County; Idaho,2138,1370,0,31,659,115857,0.10993712221272146,0.0011496639186350476
160270210032,Block Group 2; Census Tract 210.03; Canyon County; Idaho,2075,1262,0,49,702,82345,0.1481997290488445,0.00112343372243318
160270210041,Block Group 1; Census Tract 210.04; Canyon County; Idaho,1363,867,0,0,496,62321,0.1696769850968699,7.606756898541601e-4
160270210042,Block Group 2; Census Tract 210.04; Canyon County; Idaho,984,207,0,37,686,70827,0.9688958052835417,5.190230312284438e-4
160270210043,Block Group 3; Census Tract 210.04; Canyon County; Idaho,3316,2055,0,66,887,79958,0.08859773332242123,0.0016787325569195257
160270210051,Block Group 1; Census Tract 210.05; Canyon County; Idaho,4399,2799,0,0,1418,92212,0.13748371305056814,0.0023534624975165026
160270210052,Block Group 2; Census Tract 210.05; Canyon County; Idaho,1392,694,0,0,678,56698,0.3645433674422272,7.656984933821773e-4
160270210053,Block Group 3; Census Tract 210.05; Canyon County; Idaho,1768,1051,0,0,568,71391,0.15403897236062306,9.035465457622048e-4
160270210061,Block Group 1; Census Tract 210.06; Canyon County; Idaho,1285,1229,0,0,18,68614,0.12656438760562716,6.959373332708274e-4
160270210062,Block Group 2; Census Tract 210.06; Canyon County; Idaho,1099,863,0,2,141,58640,0.015188224018129918,5.614378165761446e-4
160270210063,Block Group 3; Census Tract 210.06; Canyon County; Idaho,2559,1266,0,51,1242,51750,0.34710974786707316,0.0014281504697995567
160270210071,Block Group 1; Census Tract 210.07; Canyon County; Idaho,495,435,0,0,60,80968,0.023162646642673066,2.762541940409459e-4
160270210072,Block Group 2; Census Tract 210.07; Canyon County; Idaho,1650,1175,0,9,163,54196,0.011528189629216656,7.517462613599073e-4
160270210073,Block Group 3; Census Tract 210.07; Canyon County; Idaho,1643,1430,0,0,213,93587,0.021824044824396496,9.169406885035841e-4
160270210081,Block Group 1; Census Tract 210.08; Canyon County; Idaho,1039,375,0,0,566,72357,0.5766095256599922,5.251620133182426e-4
160270210082,Block Group 2; Census Tract 210.08; Canyon County; Idaho,3094,2010,21,54,844,74705,0.07443006218729487,0.0016346435037291527
160270210083,Block Group 3; Census Tract 210.08; Canyon County; Idaho,699,408,0,0,291,61231,0.23969519179420193,3.9010440734266904e-4
160270211011,Block Group 1; Census Tract 211.01; Canyon County; Idaho,793,540,0,0,253,108058,0.11915745657671992,4.4256479974640425e-4
160270211012,Block Group 2; Census Tract 211.01; Canyon County; Idaho,2921,1278,0,0,1604,73556,0.4821501728685348,0.001608413307527285
160270211013,Block Group 3; Census Tract 211.01; Canyon County; Idaho,2657,1763,0,0,678,46600,0.08085190450394775,0.0013622959346544423
160270211021,Block Group 1; Census Tract 211.02; Canyon County; Idaho,2696,1802,35,6,512,96513,0.030840653847563588,0.0013143002564978334
160270211022,Block Group 2; Census Tract 211.02; Canyon County; Idaho,603,440,0,0,127,94091,0.04387454015670254,3.164366222650835e-4
160270211031,Block Group 1; Census Tract 211.03; Canyon County; Idaho,1388,869,28,28,141,68006,0.020093231067925828,5.949231734295925e-4
160270211032,Block Group 2; Census Tract 211.03; Canyon County; Idaho,1977,1015,0,0,723,40515,0.23924208016590126,9.6995917018821e-4
160270211041,Block Group 1; Census Tract 211.04; Canyon County; Idaho,1211,1211,0,0,0,NA,0.1763275955554103,6.758461191587585e-4
160270211042,Block Group 2; Census Tract 211.04; Canyon County; Idaho,2868,2075,370,12,344,72032,0.26994858270618255,0.0015632080757751303
160270211043,Block Group 3; Census Tract 211.04; Canyon County; Idaho,1063,780,57,5,112,72333,0.07914280651945414,5.32417173969823e-4
160270211051,Block Group 1; Census Tract 211.05; Canyon County; Idaho,2125,1867,36,0,101,66463,0.06278248477800108,0.0011184109189051627
160270211052,Block Group 2; Census Tract 211.05; Canyon County; Idaho,1700,1420,13,14,66,68963,0.05276263516261565,8.4438908198778e-4
160270211053,Block Group 3; Census Tract 211.05; Canyon County; Idaho,2194,2166,0,0,0,100486,0.1763275955554103,0.0012088213824094723
160270212011,Block Group 1; Census Tract 212.01; Canyon County; Idaho,1344,601,0,161,343,61779,0.3563860046405636,6.166886553843337e-4
160270212012,Block Group 2; Census Tract 212.01; Canyon County; Idaho,3236,1854,0,53,1153,86364,0.17819652633511676,0.0017077531995258475
160270212021,Block Group 1; Census Tract 212.02; Canyon County; Idaho,1050,347,0,0,703,52594,0.7358325842059205,5.859937449353398e-4
160270212022,Block Group 2; Census Tract 212.02; Canyon County; Idaho,3268,1912,0,0,1017,63274,0.14984377076203087,0.0016346435037291527
160270213001,Block Group 1; Census Tract 213; Canyon County; Idaho,1989,577,0,0,1331,51375,0.8075059861027482,0.001064834347939646
160270213002,Block Group 2; Census Tract 213; Canyon County; Idaho,1223,639,36,0,527,41875,0.29802064399221406,6.708233156307413e-4
160270215001,Block Group 1; Census Tract 215; Canyon County; Idaho,2234,1705,80,35,345,40000,0.03344567733348116,0.0012082632931285815
160270215002,Block Group 2; Census Tract 215; Canyon County; Idaho,1896,563,11,62,994,51750,0.6260756714747314,9.096855278520037e-4
160270215003,Block Group 3; Census Tract 215; Canyon County; Idaho,1856,992,0,10,838,37838,0.29136441752314196,0.0010268842768390717
160270216001,Block Group 1; Census Tract 216; Canyon County; Idaho,1304,775,14,0,462,30319,0.17330455368853093,6.981696903943905e-4
160270216002,Block Group 2; Census Tract 216; Canyon County; Idaho,2061,1068,45,0,939,67367,0.31519635340880026,0.0011451992043879213
160270216003,Block Group 3; Census Tract 216; Canyon County; Idaho,1579,972,0,0,549,90764,0.16607450886800168,8.488537962349065e-4
160270217011,Block Group 1; Census Tract 217.01; Canyon County; Idaho,2096,1357,0,1,623,45393,0.1124743957940476,0.0011055748654446745
160270217012,Block Group 2; Census Tract 217.01; Canyon County; Idaho,2077,721,0,56,1256,95907,0.6277286769399549,0.001134595508050996
160270217013,Block Group 3; Census Tract 217.01; Canyon County; Idaho,1628,1361,0,0,163,72105,0.026968381370981086,8.505280640775789e-4
160270217021,Block Group 1; Census Tract 217.02; Canyon County; Idaho,1648,987,0,0,527,24651,0.15084436829624404,8.449471712686709e-4
160270217022,Block Group 2; Census Tract 217.02; Canyon County; Idaho,1801,685,0,0,868,40772,0.48690701611259246,8.66712653223412e-4
160270217023,Block Group 3; Census Tract 217.02; Canyon County; Idaho,2967,683,0,0,2233,42290,0.997669929235802,0.0016273883430775722
160270218011,Block Group 1; Census Tract 218.01; Canyon County; Idaho,654,433,0,23,76,109911,0.02819941270304704,2.969034974339055e-4
160270218012,Block Group 2; Census Tract 218.01; Canyon County; Idaho,1236,1106,0,10,110,61339,0.021537463631768,6.842174583721205e-4
160270218013,Block Group 3; Census Tract 218.01; Canyon County; Idaho,872,563,0,90,219,57209,0.18642794218936976,4.866538529367774e-4
160270218014,Block Group 4; Census Tract 218.01; Canyon County; Idaho,1648,844,0,13,679,60625,0.26936132131382595,8.572251354482685e-4
160270218021,Block Group 1; Census Tract 218.02; Canyon County; Idaho,1178,1128,0,0,23,95659,0.11399287502107763,6.423607623053106e-4
160270218022,Block Group 2; Census Tract 218.02; Canyon County; Idaho,2191,1662,0,103,420,86014,0.04464261531406894,0.0012194250787463975
160270219011,Block Group 1; Census Tract 219.01; Canyon County; Idaho,2411,2278,0,0,16,92063,0.14718317947237938,0.0012802568103634946
160270219012,Block Group 2; Census Tract 219.01; Canyon County; Idaho,2813,2076,37,0,513,51650,0.026795404067631833,0.0014655424516192403
160270219013,Block Group 3; Census Tract 219.01; Canyon County; Idaho,2456,1311,2,72,964,93963,0.2349468032341105,0.0013109517208124888
160270219041,Block Group 1; Census Tract 219.04; Canyon County; Idaho,760,379,0,0,317,65057,0.2994145699696895,3.8843013949999667e-4
160270219042,Block Group 2; Census Tract 219.04; Canyon County; Idaho,2989,1964,12,61,772,61020,0.064757627003942,0.0015676727900222566
160270219051,Block Group 1; Census Tract 219.05; Canyon County; Idaho,1468,1323,0,11,79,128011,0.04750879688162748,7.885801538987001e-4
160270219052,Block Group 2; Census Tract 219.05; Canyon County; Idaho,1842,1507,0,0,305,126500,0.023295462062081388,0.0010112577769741291
160270219053,Block Group 3; Census Tract 219.05; Canyon County; Idaho,856,739,0,11,0,63304,0.16039230467871335,4.1856696066809986e-4
160270219061,Block Group 1; Census Tract 219.06; Canyon County; Idaho,2328,2236,0,0,59,128885,0.10268434482854759,0.0012808148996443856
160270219062,Block Group 2; Census Tract 219.06; Canyon County; Idaho,1867,1112,0,0,668,92635,0.18389227128213478,9.933989199856236e-4
160270219063,Block Group 3; Census Tract 219.06; Canyon County; Idaho,1436,1356,0,0,41,107621,0.09619701757851104,7.796507254044473e-4
160270219071,Block Group 1; Census Tract 219.07; Canyon County; Idaho,2074,1468,0,0,107,97067,0.04921638069917757,8.789906174030096e-4
160270219072,Block Group 2; Census Tract 219.07; Canyon County; Idaho,1024,906,0,0,0,95341,0.1763275955554103,5.056288884870646e-4
160270221001,Block Group 1; Census Tract 221; Canyon County; Idaho,1411,1036,0,0,332,62045,0.0549770769318744,7.634661362586141e-4
160270221002,Block Group 2; Census Tract 221; Canyon County; Idaho,1706,1226,0,24,433,40139,0.053343665236553796,9.39264259739216e-4
160270221003,Block Group 3; Census Tract 221; Canyon County; Idaho,1846,1266,0,7,519,66875,0.08292729257607749,0.0010000959913563131
160270222001,Block Group 1; Census Tract 222; Canyon County; Idaho,1308,1207,0,0,58,78958,0.0719865842191755,7.059829403268617e-4
160270222002,Block Group 2; Census Tract 222; Canyon County; Idaho,1699,541,2,10,1013,55521,0.6726319993303497,8.739678138749925e-4
160270222003,Block Group 3; Census Tract 222; Canyon County; Idaho,2593,2065,0,7,369,96397,0.013846639387743479,0.0013622959346544423
160270223011,Block Group 1; Census Tract 223.01; Canyon County; Idaho,1597,1138,12,0,399,78000,0.05893220985817162,8.644802960998489e-4
160270223012,Block Group 2; Census Tract 223.01; Canyon County; Idaho,1622,1419,6,0,180,93889,0.018925392659770987,8.957332958297337e-4
160270223021,Block Group 1; Census Tract 223.02; Canyon County; Idaho,1318,1206,0,18,83,78080,0.038151471970671924,7.294226901242753e-4
160270223031,Block Group 1; Census Tract 223.03; Canyon County; Idaho,2589,2346,0,0,243,108359,0.032338362251439524,0.0014448931482262807
160270224001,Block Group 1; Census Tract 224; Canyon County; Idaho,2903,2375,6,8,213,83274,0.025980495543855276,0.0014521483088778611
160270224002,Block Group 2; Census Tract 224; Canyon County; Idaho,2283,1601,0,6,632,56953,0.07804619437503292,0.0012495618999145007
160299601001,Block Group 1; Census Tract 9601; Caribou County; Idaho,577,488,0,0,25,46285,0.06846987768328532,2.862998010969803e-4
160299601002,Block Group 2; Census Tract 9601; Caribou County; Idaho,585,585,0,0,0,NA,0.1763275955554103,3.264822293211179e-4
160299601003,Block Group 3; Census Tract 9601; Caribou County; Idaho,1328,992,0,2,295,70708,0.04180044137714464,7.19377083068241e-4
160299601004,Block Group 4; Census Tract 9601; Caribou County; Idaho,1077,1031,0,1,26,65862,0.10120729262612767,5.904584591824662e-4
160299601005,Block Group 5; Census Tract 9601; Caribou County; Idaho,851,747,0,0,27,76818,0.0872101782351773,4.31961103409479e-4
160299602001,Block Group 1; Census Tract 9602; Caribou County; Idaho,1016,1012,0,0,0,78594,0.1763275955554103,5.647863522614894e-4
160299602002,Block Group 2; Census Tract 9602; Caribou County; Idaho,1684,1607,0,0,26,55938,0.123011089100531,9.113597956946761e-4
160319501001,Block Group 1; Census Tract 9501; Cassia County; Idaho,560,370,0,0,190,61680,0.14084491281817457,3.1252999729884786e-4
160319501002,Block Group 2; Census Tract 9501; Cassia County; Idaho,1163,937,0,0,215,70893,0.027862431287297415,6.429188515862013e-4
160319501003,Block Group 3; Census Tract 9501; Cassia County; Idaho,1236,1189,0,0,44,53309,0.08598772074450584,6.881240833383561e-4
160319502001,Block Group 1; Census Tract 9502; Cassia County; Idaho,1880,1477,5,0,308,69063,0.018622338981447772,9.989798127945316e-4
160319502002,Block Group 2; Census Tract 9502; Cassia County; Idaho,1668,1194,11,0,425,54901,0.06114092763944125,9.096855278520037e-4
160319503001,Block Group 1; Census Tract 9503; Cassia County; Idaho,1342,973,0,17,297,78646,0.035422446006146,7.182609045064593e-4
160319503002,Block Group 2; Census Tract 9503; Cassia County; Idaho,2838,2282,0,26,394,74500,0.007981370141517036,0.001507957236966941
160319503003,Block Group 3; Census Tract 9503; Cassia County; Idaho,761,412,0,0,335,59034,0.28828133342660484,4.1689269282542743e-4
160319503004,Block Group 4; Census Tract 9503; Cassia County; Idaho,574,480,0,0,94,53636,0.02252303784331045,3.203432472313191e-4
160319504001,Block Group 1; Census Tract 9504; Cassia County; Idaho,986,269,0,0,710,NA,0.8817474970709189,5.46369405992093e-4
160319504002,Block Group 2; Census Tract 9504; Cassia County; Idaho,968,294,0,23,617,64167,0.727144743261085,5.21255388352007e-4
160319504003,Block Group 3; Census Tract 9504; Cassia County; Idaho,1500,772,0,0,592,50697,0.2659347425611064,7.612337791350509e-4
160319504004,Block Group 4; Census Tract 9504; Cassia County; Idaho,625,441,0,0,151,60135,0.06337762724765791,3.3038885428735346e-4
160319505001,Block Group 1; Census Tract 9505; Cassia County; Idaho,923,526,5,0,388,99886,0.24332495183931072,5.12884049138645e-4
160319505002,Block Group 2; Census Tract 9505; Cassia County; Idaho,974,370,0,0,577,81122,0.5938686756673188,5.285105490035874e-4
160319505003,Block Group 3; Census Tract 9505; Cassia County; Idaho,2411,1370,0,0,572,85875,0.09544125668469901,0.0010838093834899332
160319505004,Block Group 4; Census Tract 9505; Cassia County; Idaho,1943,1273,0,0,540,73209,0.09847690264402818,0.00101181586625502
160319506001,Block Group 1; Census Tract 9506; Cassia County; Idaho,1377,584,0,0,746,98750,0.49092306667676705,7.422587435847637e-4
160319506002,Block Group 2; Census Tract 9506; Cassia County; Idaho,1436,1207,0,8,213,83036,0.01049205633495714,7.969514931120621e-4
160339501001,Block Group 1; Census Tract 9501; Clark County; Idaho,776,460,0,0,238,52083,0.14273716422159793,3.8954631806177825e-4
160359400011,Block Group 1; Census Tract 9400.01; Clearwater County; Idaho,668,591,0,0,13,41667,0.11080247785173633,3.370859256580431e-4
160359400012,Block Group 2; Census Tract 9400.01; Clearwater County; Idaho,1410,1170,3,26,77,79250,0.036718818517015916,7.121219224166605e-4
160359400021,Block Group 1; Census Tract 9400.02; Clearwater County; Idaho,521,461,0,8,27,51250,0.046964525761544494,0.00027681228332183667
160359400022,Block Group 2; Census Tract 9400.02; Clearwater County; Idaho,884,742,0,19,49,44167,0.04300269807700086,4.5205231752154783e-4
160359400023,Block Group 3; Census Tract 9400.02; Clearwater County; Idaho,467,331,11,4,59,70179,0.016840808078563294,2.2602615876077392e-4
160359400024,Block Group 4; Census Tract 9400.02; Clearwater County; Idaho,695,639,4,8,4,65179,0.12644849986964576,3.6554847898347386e-4
160359400025,Block Group 5; Census Tract 9400.02; Clearwater County; Idaho,433,358,0,12,22,45357,0.05156290574102536,2.1877099810919352e-4
160359400026,Block Group 6; Census Tract 9400.02; Clearwater County; Idaho,656,535,0,10,101,77045,0.008269541355852948,3.6052567545545664e-4
160359701001,Block Group 1; Census Tract 9701; Clearwater County; Idaho,535,509,0,0,17,57959,0.09125119935565319,2.935549617485607e-4
160359701002,Block Group 2; Census Tract 9701; Clearwater County; Idaho,1326,1291,0,0,0,84271,0.1763275955554103,7.204932616300226e-4
160359701003,Block Group 3; Census Tract 9701; Clearwater County; Idaho,485,458,0,0,0,54769,0.1763275955554103,2.556048906479863e-4
160359701004,Block Group 4; Census Tract 9701; Clearwater County; Idaho,298,296,0,0,0,63750,0.1763275955554103,1.6519442714367673e-4
160359701005,Block Group 5; Census Tract 9701; Clearwater County; Idaho,543,509,0,0,10,26058,0.11551381952752185,2.896483367823251e-4
160379602001,Block Group 1; Census Tract 9602; Custer County; Idaho,552,552,0,0,0,78811,0.1763275955554103,3.080652830517215e-4
160379602002,Block Group 2; Census Tract 9602; Custer County; Idaho,1074,983,6,1,10,56978,0.12628027111059917,5.580892808907998e-4
160379602003,Block Group 3; Census Tract 9602; Custer County; Idaho,1153,907,0,116,54,37708,0.17564439819992114,6.010621555193914e-4
160379602004,Block Group 4; Census Tract 9602; Custer County; Idaho,1632,1502,6,0,67,58864,0.06949854905902268,8.789906174030096e-4
160399601001,Block Group 1; Census Tract 9601; Elmore County; Idaho,1131,1076,0,2,42,80938,0.07764496158206703,6.250599945976957e-4
160399601002,Block Group 2; Census Tract 9601; Elmore County; Idaho,1886,1418,0,3,355,48021,0.027437816604682436,9.911665628620605e-4
160399602011,Block Group 1; Census Tract 9602.01; Elmore County; Idaho,1797,1478,0,0,202,79808,0.023359591469705784,9.375899918965436e-4
160399602012,Block Group 2; Census Tract 9602.01; Elmore County; Idaho,1085,645,0,9,383,52865,0.16640727506061995,5.787385842837594e-4
160399602013,Block Group 3; Census Tract 9602.01; Elmore County; Idaho,2060,1701,6,21,188,55700,0.010451252156096085,0.0010692990621867723
160399602021,Block Group 1; Census Tract 9602.02; Elmore County; Idaho,1998,1485,0,19,359,57500,0.017258409566325773,0.0010397203302995601
160399602022,Block Group 2; Census Tract 9602.02; Elmore County; Idaho,2596,1989,83,36,402,61096,0.026922507436118574,0.0014008040950359074
160399603001,Block Group 1; Census Tract 9603; Elmore County; Idaho,952,813,14,0,77,70789,0.03203853902630213,5.04512709925283e-4
160399603002,Block Group 2; Census Tract 9603; Elmore County; Idaho,1395,1043,3,0,226,54000,0.020381918760120257,7.098895652930973e-4
160399603003,Block Group 3; Census Tract 9603; Elmore County; Idaho,746,587,0,6,130,45484,0.013775687557285586,4.0349855008404826e-4
160399603004,Block Group 4; Census Tract 9603; Elmore County; Idaho,1098,838,61,12,113,50714,0.07707136879278147,5.714834236321789e-4
160399604011,Block Group 1; Census Tract 9604.01; Elmore County; Idaho,801,456,0,22,278,51250,0.1765175410674963,4.2191549635344465e-4
160399604012,Block Group 2; Census Tract 9604.01; Elmore County; Idaho,2263,1117,226,75,739,58276,0.3676293796275889,0.0012037985788814552
160399604013,Block Group 3; Census Tract 9604.01; Elmore County; Idaho,2255,1614,0,72,430,89837,0.033792705368877,0.0011809169183649324
160399604021,Block Group 1; Census Tract 9604.02; Elmore County; Idaho,1977,1283,23,63,477,49350,0.06477433333239017,0.0010302328125244163
160399604022,Block Group 2; Census Tract 9604.02; Elmore County; Idaho,1808,1096,0,286,303,70493,0.30841219269115566,9.403804383009976e-4
160399605001,Block Group 1; Census Tract 9605; Elmore County; Idaho,1685,1093,78,71,252,86705,0.09355033300905004,8.337853856508549e-4
160399605002,Block Group 2; Census Tract 9605; Elmore County; Idaho,0,0,0,0,0,NA,NA,NA
160399605003,Block Group 3; Census Tract 9605; Elmore County; Idaho,1513,760,299,86,267,60817,0.6233547112179665,7.880220646178094e-4
160419701001,Block Group 1; Census Tract 9701; Franklin County; Idaho,985,879,0,0,75,54143,0.04115406085658421,5.32417173969823e-4
160419701002,Block Group 2; Census Tract 9701; Franklin County; Idaho,2339,2110,0,0,215,98897,0.03302031206487521,0.0012975575780711096
160419701003,Block Group 3; Census Tract 9701; Franklin County; Idaho,973,848,0,0,125,41136,0.021971698821759124,5.430208703067482e-4
160419701004,Block Group 4; Census Tract 9701; Franklin County; Idaho,1601,1453,0,4,111,89125,0.03983367056993378,8.750839924367741e-4
160419701005,Block Group 5; Census Tract 9701; Franklin County; Idaho,1893,1737,0,0,139,83827,0.04436366308275643,0.0010469754909511403
160419702001,Block Group 1; Census Tract 9702; Franklin County; Idaho,1027,869,0,0,0,51161,0.1763275955554103,4.84979585094105e-4
160419702002,Block Group 2; Census Tract 9702; Franklin County; Idaho,805,696,0,0,0,58125,0.1763275955554103,3.8843013949999667e-4
160419702003,Block Group 3; Census Tract 9702; Franklin County; Idaho,2625,2514,0,0,111,61969,0.076597955710418,0.0014649843623383493
160419702004,Block Group 4; Census Tract 9702; Franklin County; Idaho,1310,1088,0,0,215,78029,0.022718356466591386,7.271903330007121e-4
160419702005,Block Group 5; Census Tract 9702; Franklin County; Idaho,1157,1014,0,0,82,54303,0.043830443611984356,6.116658518563166e-4
160439701001,Block Group 1; Census Tract 9701; Fremont County; Idaho,1268,1226,0,0,9,89830,0.14619718685425026,6.892402619001378e-4
160439702001,Block Group 1; Census Tract 9702; Fremont County; Idaho,690,690,0,0,0,62333,0.1763275955554103,3.850816038146519e-4
160439702002,Block Group 2; Census Tract 9702; Fremont County; Idaho,603,541,6,0,21,59917,0.07606725051085014,3.169947115459743e-4
160439702003,Block Group 3; Census Tract 9702; Fremont County; Idaho,985,817,0,0,140,69129,0.020999981712113522,5.340914418124954e-4
160439702004,Block Group 4; Census Tract 9702; Fremont County; Idaho,1402,1213,3,0,179,70139,0.017145936262936992,7.785345468426657e-4
160439703011,Block Group 1; Census Tract 9703.01; Fremont County; Idaho,876,608,0,0,50,58152,0.042984138028215296,3.672227468261463e-4
160439703012,Block Group 2; Census Tract 9703.01; Fremont County; Idaho,1375,1043,21,7,291,53125,0.026291898926110703,7.601176005732693e-4
160439703013,Block Group 3; Census Tract 9703.01; Fremont County; Idaho,1399,1290,2,0,99,75000,0.04268418787294673,7.763021897191025e-4
160439703014,Block Group 4; Census Tract 9703.01; Fremont County; Idaho,1587,1128,7,0,420,69531,0.06864852596640857,8.678288317851936e-4
160439703021,Block Group 1; Census Tract 9703.02; Fremont County; Idaho,903,793,0,0,0,74000,0.1763275955554103,4.4256479974640425e-4
160439703022,Block Group 2; Census Tract 9703.02; Fremont County; Idaho,1355,973,0,0,338,82109,0.06535508990458444,7.316550472478386e-4
160439703023,Block Group 3; Census Tract 9703.02; Fremont County; Idaho,1258,1118,0,0,109,81750,0.03492093922793042,6.847755476530114e-4
160459601001,Block Group 1; Census Tract 9601; Gem County; Idaho,1689,1551,0,0,119,71080,0.04652770652043191,9.320090990876357e-4
160459601002,Block Group 2; Census Tract 9601; Gem County; Idaho,867,815,0,0,45,66674,0.06433771614281322,4.799567815660878e-4
160459601003,Block Group 3; Census Tract 9601; Gem County; Idaho,2217,1775,0,19,101,72614,0.04908589482384557,0.0010575791872880656
160459601004,Block Group 4; Census Tract 9601; Gem County; Idaho,1126,928,0,0,175,70425,0.021838479153544792,6.155724768225521e-4
160459602001,Block Group 1; Census Tract 9602; Gem County; Idaho,2871,2484,12,4,23,74500,0.12790144047711716,0.0014080592556874878
160459602002,Block Group 2; Census Tract 9602; Gem County; Idaho,1532,1430,0,12,0,62669,0.16254344177946015,8.047647430445333e-4
160459602003,Block Group 3; Census Tract 9602; Gem County; Idaho,2437,1766,0,10,510,56066,0.03443552580090887,0.0012757920961163683
160459603011,Block Group 1; Census Tract 9603.01; Gem County; Idaho,1857,1683,0,1,107,54375,0.05421149163461974,9.995379020754224e-4
160459603012,Block Group 2; Census Tract 9603.01; Gem County; Idaho,2338,1946,0,0,320,73333,0.02100563850961354,0.0012646303104985523
160459603021,Block Group 1; Census Tract 9603.02; Gem County; Idaho,1784,1290,25,0,383,137750,0.04174309878895392,9.47635598952578e-4
160459603022,Block Group 2; Census Tract 9603.02; Gem County; Idaho,703,621,0,0,40,44688,0.055867669542014164,3.6889701466881865e-4
160459603023,Block Group 3; Census Tract 9603.02; Gem County; Idaho,433,390,0,0,29,NA,0.0481632213473481,2.338394086932451e-4
160479601011,Block Group 1; Census Tract 9601.01; Gooding County; Idaho,1575,1315,6,0,83,34348,0.05020818387903532,7.835573503706829e-4
160479601012,Block Group 2; Census Tract 9601.01; Gooding County; Idaho,469,307,0,0,162,99500,0.14777520594592639,2.617438727377851e-4
160479601013,Block Group 3; Census Tract 9601.01; Gooding County; Idaho,1944,846,0,0,1080,36382,0.4906095696588487,0.0010748799549956803
160479601021,Block Group 1; Census Tract 9601.02; Gooding County; Idaho,822,634,0,3,152,68125,0.021384514112726943,4.4033244262284103e-4
160479601022,Block Group 2; Census Tract 9601.02; Gooding County; Idaho,1954,1567,0,23,291,93056,0.007986855499066685,0.0010497659373555944
160479601023,Block Group 3; Census Tract 9601.02; Gooding County; Idaho,1049,827,0,0,26,71106,0.09427738666204497,4.760501565998522e-4
160479602011,Block Group 1; Census Tract 9602.01; Gooding County; Idaho,1196,1010,3,8,145,45000,0.005480701603620363,6.507321015186726e-4
160479602012,Block Group 2; Census Tract 9602.01; Gooding County; Idaho,2060,952,1,0,1039,67604,0.41274243644700176,0.0011117138475344732
160479602013,Block Group 3; Census Tract 9602.01; Gooding County; Idaho,1098,607,0,0,474,60461,0.27275320264205505,6.032945126429545e-4
160479602014,Block Group 4; Census Tract 9602.01; Gooding County; Idaho,697,358,0,10,329,49444,0.31989690026717893,3.8898822878088746e-4
160479602021,Block Group 1; Census Tract 9602.02; Gooding County; Idaho,874,729,0,0,98,70446,0.023733216370400833,4.615398352966914e-4
160479602022,Block Group 2; Census Tract 9602.02; Gooding County; Idaho,1254,575,0,72,607,86650,0.4038082734254283,6.99843958237063e-4
160479602023,Block Group 3; Census Tract 9602.02; Gooding County; Idaho,748,357,0,0,390,80865,0.4152423275868852,4.1689269282542743e-4
160499400001,Block Group 1; Census Tract 9400; Idaho County; Idaho,1375,1190,0,14,15,56163,0.11676619434766039,6.803108334058849e-4
160499400002,Block Group 2; Census Tract 9400; Idaho County; Idaho,1078,832,0,0,35,60240,0.07920595763531171,4.8386340653232344e-4
160499400003,Block Group 3; Census Tract 9400; Idaho County; Idaho,794,670,0,10,34,40500,0.05462735351989383,3.9847574655603105e-4
160499400004,Block Group 4; Census Tract 9400; Idaho County; Idaho,690,673,0,0,0,56667,0.1763275955554103,3.7559408603950824e-4
160499400005,Block Group 5; Census Tract 9400; Idaho County; Idaho,780,758,0,0,14,74583,0.11798065289097502,4.3084492484769745e-4
160499601001,Block Group 1; Census Tract 9601; Idaho County; Idaho,749,742,0,0,0,65682,0.1763275955554103,4.1410224642097343e-4
160499601002,Block Group 2; Census Tract 9601; Idaho County; Idaho,1518,1477,0,0,7,48967,0.15476704535743827,8.282044928419469e-4
160499602011,Block Group 1; Census Tract 9602.01; Idaho County; Idaho,1558,1442,0,6,29,69226,0.10516060605860603,8.242978678757113e-4
160499602021,Block Group 1; Census Tract 9602.02; Idaho County; Idaho,1295,1026,0,35,188,72969,0.013681471102357528,6.97053511832609e-4
160499602022,Block Group 2; Census Tract 9602.02; Idaho County; Idaho,1230,931,3,0,218,NA,0.023515379636842096,6.429188515862013e-4
160499602023,Block Group 3; Census Tract 9602.02; Idaho County; Idaho,909,909,0,0,0,59320,0.1763275955554103,5.07303156329737e-4
160499602024,Block Group 4; Census Tract 9602.02; Idaho County; Idaho,1430,1365,0,19,0,101026,0.1604976441230698,7.723955647528669e-4
160499603001,Block Group 1; Census Tract 9603; Idaho County; Idaho,1181,1061,0,1,39,66875,0.08289974332262612,6.144562982607706e-4
160499603002,Block Group 2; Census Tract 9603; Idaho County; Idaho,1412,1229,9,0,62,83875,0.06161599531085433,7.255160651580397e-4
160499604001,Block Group 1; Census Tract 9604; Idaho County; Idaho,1121,1080,4,0,8,54315,0.13929938089759625,6.094334947327534e-4
